tch_id,data_category,label_zh,label_en,definition_zh,definition_en,has_synonym_zh,has_synonym_en,parents,realizes_principle,treats_pattern,treats_disease,employs_herb,employs_formula,xrefs,sources,date_accessed,notes
TmpTCH:METHOD_61000,method,治法,Therapeutic Method,"中医治法根类别,包含所有治法术语",Root category for all TCM therapeutic method terms,,,,,,,,,,,2025-11-12,ROOT category for Method hierarchy
TmpTCH:METHOD_61631,method,煨脓长肉,accelerating pus secretion to promote tissue regeneration,运用具有托脓拔毒、生肌长肉等作用的方药及相关疗法，以促使疮面脓液分泌、载邪外出而加快疮口愈合的治法。,,煨脓生肌,,TmpTCH:METHOD_61143,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.21.5.3; Database: clinical_treatment
TmpTCH:METHOD_61632,method,透脓生肌,outthrusting pus to promote tissue regeneration,运用透脓排毒为主，佐以具有生肌敛疮作用的方药或相关疗法，以促进疮疡脓液排出、新肉生长，加快疮口愈合的治法。,,,,TmpTCH:METHOD_61143,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.21.5.4; Database: clinical_treatment
TmpTCH:METHOD_61633,method,燥湿生肌,drying dampness to promote tissue regeneration,运用清热或苦温燥湿为主，佐以具有生肌敛疮等作用的方药或相关疗法，以加快疮口愈合，治疗湿热蕴肤、寒湿入络、寒湿阻络等所致病证的治法。,,生肌燥湿,,TmpTCH:METHOD_61143,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.21.5.5; Database: clinical_treatment
TmpTCH:METHOD_61634,method,和营生新,harmonizing the nutrient to promote regeneration,运用具有调和营血、疏通血行等作用的方药或相关疗法，以促进新血化生或新肉生长，治疗血行不畅而影响新血化生或创面愈合所致病证的治法。,,,,TmpTCH:METHOD_61143,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.21.5.6; Database: clinical_treatment
TmpTCH:METHOD_61635,method,养血生肌,nourishing blood to promote tissue regeneration,运用补血、养血为主，佐以具有生肌敛疮等作用的方药或相关疗法，以促进疮疡新肉生长，加速创伤或疮口愈合的治法。,,,,TmpTCH:METHOD_61143,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.21.5.7; Database: clinical_treatment
TmpTCH:METHOD_61636,method,养阴生肌,nourishing yin to promote tissue regeneration,运用滋养阴液为主，佐以具有生肌敛疮等作用的方药或相关疗法，以促进疮疡新肉生长，加速创伤或疮口愈合的治法。,,,,TmpTCH:METHOD_61143,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.21.5.8; Database: clinical_treatment
TmpTCH:METHOD_61637,method,益气生肌,replenishing qi to promote tissue regeneration,运用补气扶正为主，佐以具有生肌敛疮等作用的方药或相关疗法，以促进疮疡新肉生长，加速创伤或疮口愈合的治法。,,,,TmpTCH:METHOD_61143,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.21.5.9; Database: clinical_treatment
TmpTCH:METHOD_61144,method,治五官法,therapeutic methods for treating five sense organs,泛指运用具有明目、通耳、通鼻、利咽、固齿、开音等作用的方药及相关疗法，治疗眼、耳、鼻、口齿、舌等官窍病证的一类治法。,,,,TmpTCH:METHOD_61001,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22; Database: clinical_treatment
TmpTCH:METHOD_61145,method,明目,improving vision,泛指运用具有祛风、清热、凉血、化瘀、通络、养血、益气、滋阴、健脾、补肝肾等祛邪、扶正作用的方药或相关疗法，以退翳明目或改善视力，治疗视物不清等外障、内障眼病的一类治法。,,,,TmpTCH:METHOD_61144,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1; Database: clinical_treatment
TmpTCH:METHOD_61146,method,祛邪明目,dispelling pathogenic factors to improve vision,泛指运用具有祛风、清热、凉血、化瘀、通络等祛除病邪作用的方药或相关疗法，以退翳明目或改善视力，治疗视物不清等外障、内障眼病的一类治法。,,,,TmpTCH:METHOD_61145,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.1; Database: clinical_treatment
TmpTCH:METHOD_61638,method,祛风明目,dispelling wind and improving vision,运用祛风散寒或祛风清热为主，佐以具有退翳明目等作用的方药或相关疗法，以治疗风邪犯目、风寒犯目、风热犯目、肺肝风热犯目、肝经风热犯目、心肺风热犯目、风火犯目等所致眼病的治法。,,"疏风明目,搜风明目",,TmpTCH:METHOD_61146,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.1.1; Database: clinical_treatment
TmpTCH:METHOD_61639,method,清热明目,clearing heat and improving vision,运用具有清热、泻火、解毒、明目等作用的方药或相关疗法，以治疗火毒攻目、气轮热毒、血轮实热、心经实火犯目、心肺热毒犯目、肝胆热毒犯目、脾胃积热犯目等所致眼病的治法。,,"泻火明目,泄热明目,清肝明目",,TmpTCH:METHOD_61146,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.1.2; Database: clinical_treatment
TmpTCH:METHOD_61640,method,凉血明目,cooling blood and improving vision,运用具有清热、凉血、解毒、止血、明目等作用的方药或相关疗法，以治疗热入营分、热盛动血、火毒迫血等所致眼病的治法。,,,,TmpTCH:METHOD_61146,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.1.3; Database: clinical_treatment
TmpTCH:METHOD_61641,method,化瘀明目,resolving stasis to improve vision,运用具有活血散瘀、退翳明目等作用的方药或相关疗法，以治疗气滞血郁、肝经血瘀、气轮血瘀、水轮气滞血瘀等所致眼病的治法。,,"活血明目,祛瘀明目",,TmpTCH:METHOD_61146,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.1.4; Database: clinical_treatment
TmpTCH:METHOD_61642,method,退翳明目,removing nebula and improving vision,运用退翳、消翳、明目为主，佐以具有辛散、滋阴、活血作用的方药或相关疗法，以促使翳障缩小或变薄，治疗黑睛病及宿翳等的治法。,,,,TmpTCH:METHOD_61146,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.1.5; Database: clinical_treatment
TmpTCH:METHOD_61147,method,补益明目,improving vision by tonfiying and replenishing,泛指运用具有益气、养血、滋阴、健脾、补肝肾等作用的方药或相关疗法，以扶助正气、提高视力，治疗视物不清等外障、内障眼病的一类治法。,,,,TmpTCH:METHOD_61145,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.2; Database: clinical_treatment
TmpTCH:METHOD_61643,method,补气明目,tonifying qi and improving vision,运用具有益气、升阳、明目等作用的方药或相关疗法，以治疗气虚、阳虚及水轮气虚等所致眼病的治法。,,,,TmpTCH:METHOD_61147,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.2.1; Database: clinical_treatment
TmpTCH:METHOD_61644,method,养血明目,nourishing blood and improving vision,运用具有补血、养肝、明目等作用的方药或相关疗法，以治疗肝血虚、血虚肝旺等所致眼病的治法。,,养肝明目,,TmpTCH:METHOD_61147,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.2.2; Database: clinical_treatment
TmpTCH:METHOD_61645,method,滋肝明目,enriching the liver and improving vision,运用滋补肝阴为主，佐以具有退翳明目等作用的方药或相关疗法，以治疗肝阴亏虚、肝肾阴虚及水轮阴虚、风轮阴虚等所致眼病的治法。,,,,TmpTCH:METHOD_61147,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.2.3; Database: clinical_treatment
TmpTCH:METHOD_61646,method,补肾明目,tonifying the kidney and improving vision,运用滋补肾阴、温补肾阳为主，佐以具有退翳明目作用的方药或相关疗法，以治疗肾虚精亏等所致眼病的治法。,,,,TmpTCH:METHOD_61147,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.1.2.4; Database: clinical_treatment
TmpTCH:METHOD_61148,method,通耳,unblocking ears,泛指运用具有祛邪扶正、宣通耳窍等作用的方药或相关疗法，以治疗耳病的一类治法。,,利耳,,TmpTCH:METHOD_61144,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2; Database: clinical_treatment
TmpTCH:METHOD_61149,method,祛邪利耳,eliminating pathogenic factors to improve the ears,泛指运用具有疏风、降火、解毒、除湿、祛痰、逐瘀及宣通耳窍等作用的方药或相关疗法，治疗风、火、毒、湿、痰、瘀等邪犯耳所致耳病的一类治法。,,,,TmpTCH:METHOD_61148,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1; Database: clinical_treatment
TmpTCH:METHOD_61647,method,疏风宣耳,dispersing wind and diffusing ears,运用疏风散邪为主，佐以具有清热或化湿解毒、宣通耳窍等作用的方药或相关疗法，以治疗风邪犯耳、风热犯耳、风火上扰清窍、风湿挟毒及风阳上扰、肝阳化风、邪闭清窍等所致耳病的治法。,,"祛风宣耳,祛风通耳",,TmpTCH:METHOD_61149,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.1; Database: clinical_treatment
TmpTCH:METHOD_61150,method,平肝潜阳利耳,pacifying the  subduing yang and soothing ears,运用具有平肝熄风、滋阴潜阳、宣通耳窍等作用的方药或相关疗法，以治疗肝阳上亢、肝阴虚阳亢、风阳上扰等所致耳病的治法。,,,,TmpTCH:METHOD_61149,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.10; Database: clinical_treatment
TmpTCH:METHOD_61648,method,泻肝清耳,purging the liver and clearing ears,运用清泻肝胆、解毒通窍等作用的方药或相关疗法，以治疗肝经郁热、肝郁化火、肝火燔耳、肝火上扰清窍、肝胆火盛犯耳、肝胆火炽、肝胆火旺、火毒困结等所致耳病的治法。,,泻胆清耳,,TmpTCH:METHOD_61150,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.10.1; Database: clinical_treatment
TmpTCH:METHOD_61649,method,降火清耳,downbearing fire and clearing ears,运用苦寒清热、泻火解毒为主，佐以具有宣通耳窍等作用的方药或相关疗法，以治疗风火上攻、胆经郁热、肝火燔耳、相火上炎、肝郁火旺、心肾火热、火毒犯耳等所致耳病的治法。,,,,TmpTCH:METHOD_61149,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.2; Database: clinical_treatment
TmpTCH:METHOD_61650,method,解毒利耳,removing toxin and disinhibiting ears,运用清热解毒或补肾托毒为主，佐以具有宣通耳窍等作用的方药或相关疗法，以治疗热毒犯耳、火毒犯耳、肾虚毒聚犯耳、邪恋耳窍等所致耳病的治法。,,,,TmpTCH:METHOD_61149,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.3; Database: clinical_treatment
TmpTCH:METHOD_61651,method,除湿利耳,expelling dampness and disinhibiting ears,运用利水渗湿为主，佐以具有清热或温化、宣通耳窍等作用的方药或相关疗法，以治疗湿蒙清窍，湿浊蒙窍、湿热犯耳、肝经湿热、寒水上泛、肾虚水泛等所致耳病的治法。,,"祛湿利耳,祛湿通耳",,TmpTCH:METHOD_61149,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.4; Database: clinical_treatment
TmpTCH:METHOD_61652,method,祛痰利耳,dispelling phlegm and disinhibiting ears,运用化痰除湿为主，佐以具有温化或泻火、散结通窍等作用的方药或相关疗法，以治疗痰湿泛耳、痰湿蒙塞清窍、痰浊壅结外耳、痰浊上蒙及痰火上扰、痰热蔽窍等所致病证的治法。,,祛痰通耳,,TmpTCH:METHOD_61149,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.5; Database: clinical_treatment
TmpTCH:METHOD_61653,method,化浊利耳,resolving turbidity and disinhibiting ears,运用具有芳香化浊、利湿通窍等作用的方药或相关疗法，以治疗湿浊蒙窍、痰浊壅结外耳、痰浊上蒙、痰浊结聚、痰浊痹阻等所致耳病的治法。,,,,TmpTCH:METHOD_61149,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.6; Database: clinical_treatment
TmpTCH:METHOD_61654,method,理气通耳,regulating qi and unblocking ears,运用具有疏肝解郁、理气通窍等作用的方药或相关疗法，以治疗气机郁滞、气滞耳窍及肝气化火等所致耳病的治法。,,,,TmpTCH:METHOD_61149,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.7; Database: clinical_treatment
TmpTCH:METHOD_61655,method,逐瘀通耳,expelling stasis and unblocking ears,运用具有活血通络、化瘀通窍等作用的方药或相关疗法，以治疗瘀阻清窍、瘀滞耳窍、邪闭清窍及血瘀耳窍、肾虚血瘀等所致耳病的治法。,,,,TmpTCH:METHOD_61149,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.8; Database: clinical_treatment
TmpTCH:METHOD_61656,method,温化寒水利耳,warming and resolving cold water to disinhibit ears,运用温阳、散寒、利水为主，佐以具有补肾通窍等作用的方药或相关疗法，以治疗寒水上泛、肾虚水泛等所致耳病的治法。,,,,TmpTCH:METHOD_61149,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.1.9; Database: clinical_treatment
TmpTCH:METHOD_61151,method,补益濡耳,improving ears by tonifying and replenishing,泛指运用具有益气、补血、滋阴、补肝肾等作用的方药或相关疗法，以扶助正气、濡耳通窍，治疗气虚、血虚、阴虚、肝肾亏虚等所致耳病的一类治法。,,补益利耳,,TmpTCH:METHOD_61148,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.2; Database: clinical_treatment
TmpTCH:METHOD_61657,method,补气通耳,replenishing qi and unblocking ears,运用益气升阳、补肾固摄为主，佐以具有濡耳通窍等作用的方药或相关疗法，以治疗气虚耳窍失充、上气不足、元气亏虚、肾气不固等所致耳病的治法。,,益气通耳,,TmpTCH:METHOD_61151,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.2.1; Database: clinical_treatment
TmpTCH:METHOD_61658,method,补血养耳,tonifying blood and nourishing ears,运用补血养肝为主，佐以具有濡耳通窍等作用的方药或相关疗法，以治疗血虚耳窍失养等所致耳病的治法。,,,,TmpTCH:METHOD_61151,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.2.2; Database: clinical_treatment
TmpTCH:METHOD_61152,method,滋阴濡耳,enriching yin to moisten ears,运用养阴益精、滋补肝肾为主，佐以具有濡耳通窍等作用的方药或相关疗法，以治疗肝肾阴虚、阴液亏虚、虚火上炎、阴虚火炎、阴虚耳窍失濡等所致耳病的治法。,,养阴濡耳,,TmpTCH:METHOD_61151,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.2.3; Database: clinical_treatment
TmpTCH:METHOD_61659,method,滋肾濡耳,enriching the kidney to moisten ears,运用滋肾益精为主，佐以具有濡耳通窍等作用的方药或相关疗法，以治疗肾阴虚、肾精亏虚、阴虚精亏等所致耳病的治法。,,,,TmpTCH:METHOD_61152,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.2.3.1; Database: clinical_treatment
TmpTCH:METHOD_61660,method,滋肝濡耳,enriching the liver to moisten ears,运用具有滋肝养阴、潜阳通窍等作用的方药或相关疗法，以治疗肝阴虚、肝阴虚阳亢、肝阳上亢等所致耳病的治法。,,,,TmpTCH:METHOD_61152,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.2.2.3.2; Database: clinical_treatment
TmpTCH:METHOD_61153,method,通鼻,unblocking nose,泛指运用具有祛邪扶正等作用的方药或相关疗法，以通利鼻窍，治疗鼻病的一类治法。,,,,TmpTCH:METHOD_61144,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3; Database: clinical_treatment
TmpTCH:METHOD_61154,method,祛邪利鼻,eliminating pathogenic factors to improve the nose,泛指运用具有疏风、散寒、解毒、除湿、清燥、祛瘀及通利鼻窍等作用的方药或相关疗法，治疗邪犯鼻窍所致鼻病的一类治法。,,,,TmpTCH:METHOD_61153,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.1; Database: clinical_treatment
TmpTCH:METHOD_61661,method,疏风通鼻,dispelling wind to unblock nose,运用具有疏风宣肺、解表通窍等作用的方药或相关疗法，以治疗风邪犯鼻、风寒袭鼻、风邪犯肺等所致鼻病的治法。,,,,TmpTCH:METHOD_61154,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.1.1; Database: clinical_treatment
TmpTCH:METHOD_61662,method,散寒通鼻,dissipating cold to unblock nose,运用具有温阳散寒、宣通肺窍等作用的方药或相关疗法，以治疗寒邪犯表、鼻窍不利及风寒袭鼻、阳虚鼻窍失煦、寒燥伤阳等所致鼻病的治法。,,,,TmpTCH:METHOD_61154,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.1.2; Database: clinical_treatment
TmpTCH:METHOD_61663,method,除湿利鼻,expelling dampness to soothe nose,运用具有祛湿化浊、利鼻通窍等作用的方药或相关疗法，以治疗湿壅鼻窍、痰湿壅鼻等所致鼻病的治法。,,"化浊通鼻,化浊利鼻",,TmpTCH:METHOD_61154,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.1.3; Database: clinical_treatment
TmpTCH:METHOD_61664,method,清燥润鼻,clearing dryness and moistening nose,运用具有清宣燥热、养阴生津、润肺利窍等作用的方药或相关疗法，以治疗肺燥阴虚、燥伤鼻窍、阴虚鼻窍失濡等所致鼻病的治法。,,,,TmpTCH:METHOD_61154,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.1.4; Database: clinical_treatment
TmpTCH:METHOD_61665,method,芳香通鼻,aroma unblocking nose,运用气味芳香、辛散走窜，具有通利鼻窍等作用的方药或相关疗法，以治疗湿浊闭塞鼻窍、邪闭清窍及肺气盛实、肺气郁痹而鼻窍不利所致鼻病的治法。,,芳香通窍,,TmpTCH:METHOD_61154,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.1.5; Database: clinical_treatment
TmpTCH:METHOD_61666,method,清胆利鼻,clearing the gallbladder and unblocking nose,运用具有清泻胆热、祛湿化浊、通利鼻窍等作用的方药或相关疗法，以治疗胆热移脑所致鼻病的治法。,,,,TmpTCH:METHOD_61154,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.1.6; Database: clinical_treatment
TmpTCH:METHOD_61667,method,解毒利鼻,removing toxin to soothe nose,运用具有清热解毒、泻火消肿等作用的方药或相关疗法，以治疗火毒犯鼻、酒毒伤鼻、邪毒瘀结鼻窍等所致鼻病的治法。,,解毒通鼻,,TmpTCH:METHOD_61154,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.1.7; Database: clinical_treatment
TmpTCH:METHOD_61668,method,祛瘀通鼻,dispelling stasis and unblocking nose,运用具有活血化瘀、行气通窍等作用的方药或相关疗法，以治疗气血瘀滞鼻窍所致鼻病的治法。,,,,TmpTCH:METHOD_61154,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.1.8; Database: clinical_treatment
TmpTCH:METHOD_61155,method,补益利鼻,improving  the nose by tonifying and replenishing,泛指运用具有益气、补血、滋阴、温阳等作用的方药或相关疗法，以扶助正气、通利鼻窍，治疗因虚所致鼻病的一类治法。,,,,TmpTCH:METHOD_61153,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.2; Database: clinical_treatment
TmpTCH:METHOD_61669,method,益气煦鼻,replenishing qi to warm nose,运用具有补肺固表、益脾升清、煦鼻通窍等作用的方药或相关疗法，以治疗气虚鼻窍失充、肺脾气虚等所致鼻病的治法。,,"补气煦鼻,补气通鼻",,TmpTCH:METHOD_61155,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.2.1; Database: clinical_treatment
TmpTCH:METHOD_61670,method,补血滋鼻,tonifying blood to moisten nose,运用具有补血养血、滋鼻通窍等作用的方药或相关疗法，以治疗血虚鼻窍失养所致鼻病的治法。,,,,TmpTCH:METHOD_61155,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.2.2; Database: clinical_treatment
TmpTCH:METHOD_61671,method,滋阴通鼻,enriching yin to unblock nose,运用具有滋补肺肾、润鼻通窍等作用的方药或相关疗法，以治疗阴虚鼻窍失濡、肺肾阴虚等所致鼻病的治法。,,"养阴通鼻,养阴润鼻",,TmpTCH:METHOD_61155,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.2.3; Database: clinical_treatment
TmpTCH:METHOD_61672,method,温阳通鼻,warming yang to unblock nose,运用具有温阳散寒、宣通鼻窍等作用的方药或相关疗法，以治疗阳虚鼻窍失煦及寒邪束肺、鼻窍不利等所致鼻病的治法。,,升阳通鼻,,TmpTCH:METHOD_61155,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.3.2.4; Database: clinical_treatment
TmpTCH:METHOD_61156,method,利咽,disinhibiting the pharynx,泛指运用具有祛邪扶正、清利咽喉等作用的方药或相关疗法，以治疗咽喉病的一类治法。,,,,TmpTCH:METHOD_61144,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4; Database: clinical_treatment
TmpTCH:METHOD_61157,method,祛邪利咽,eliminating pathogenic factors to benifit the throat,泛指运用具有疏风、散寒、理气、祛痰、逐瘀及利咽等作用的方药或相关疗法，治疗病邪所致咽喉病的一类治法。,,,,TmpTCH:METHOD_61156,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.1; Database: clinical_treatment
TmpTCH:METHOD_61673,method,疏风利咽,dispersing wind to benifit the throat,运用具有疏风解表、清利咽喉等作用的方药或相关疗法，以治疗风邪袭表、风热侵咽、肺胃风热等所致咽喉病的治法。,,疏风利喉,,TmpTCH:METHOD_61157,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.1.1; Database: clinical_treatment
TmpTCH:METHOD_61674,method,散寒利咽,dissipating cold to benifit the throat,运用具有温散寒邪、利咽除痹等作用的方药或相关疗法，以治疗风寒袭咽、风寒上扰、寒邪犯表等所致咽喉病的治法。,,"散寒利喉,疏风散寒利咽",,TmpTCH:METHOD_61157,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.1.2; Database: clinical_treatment
TmpTCH:METHOD_61675,method,清胃利咽,clearing the stomach to benifit the throat,运用具有清泻胃火、解毒利咽等作用的方药或相关疗法，以治疗胃热熏蒸、胃火上炎、肺胃蕴热等所致咽喉病的治法。,,清胃利喉,,TmpTCH:METHOD_61157,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.1.3; Database: clinical_treatment
TmpTCH:METHOD_61676,method,理气利咽,regulating qi to benifit the throat,运用具有疏肝理气、行滞利咽等作用的方药或相关疗法，以治疗气滞痰凝咽喉、痰结咽喉等所致咽喉病的治法。,,理气利喉,,TmpTCH:METHOD_61157,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.1.4; Database: clinical_treatment
TmpTCH:METHOD_61677,method,祛痰利咽,dispelling phlegm to benifit the throat,运用具有祛痰化浊、散结利咽等作用的方药或相关疗法，以治疗肝郁痰凝、痰湿凝阻咽喉、痰结咽喉、痰浊结聚、痰浊凝聚声门、痰毒壅喉等所致咽喉病的治法。,,祛痰利喉,,TmpTCH:METHOD_61157,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.1.5; Database: clinical_treatment
TmpTCH:METHOD_61678,method,逐瘀利咽,expelling stasis to benifit the throat,运用具有行气活血、化瘀利咽等作用的方药或相关疗法，以治疗气滞痰瘀、瘀血痹阻咽喉等所致咽喉病的治法。,,活血利咽,,TmpTCH:METHOD_61157,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.1.6; Database: clinical_treatment
TmpTCH:METHOD_61158,method,补益利咽,benifit the throat by tonifying and replenishing,泛指运用具有益气、滋阴、生津及润喉利咽等作用的方药或相关疗法，以治疗气虚、阴亏等所致咽喉病的一类治法。,,,,TmpTCH:METHOD_61156,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.2; Database: clinical_treatment
TmpTCH:METHOD_61679,method,益气利咽,replenishing qi to benifit the throat,运用具有补益中气、润喉利咽等作用的方药或相关疗法，以治疗脾虚血燥、气虚咽喉失充等所致咽喉病的治法。,,益气健喉,,TmpTCH:METHOD_61158,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.2.1; Database: clinical_treatment
TmpTCH:METHOD_61159,method,滋阴润咽,enriching yin and moistening throat,运用具有养阴生津、润喉利咽等作用的方药或相关疗法，以治疗阴虚咽喉失濡、阴虚火旺等所致咽喉病的治法。,,滋阴利咽,,TmpTCH:METHOD_61158,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.2.2; Database: clinical_treatment
TmpTCH:METHOD_61680,method,生津利咽,producing fluid and soothing throat,运用具有清热生津、增液利咽等作用的方药或相关疗法，以治疗燥热伤阴、燥干清窍等所致咽喉病的治法。,,润燥利咽,,TmpTCH:METHOD_61159,,,,,,,GB/T 16751.3 -2023中医临床诊疗术语 第3部分：治法,2025-11-12,Original code: 3.22.4.2.2.1; Database: clinical_treatment
