tch_id,data_category,label_zh,label_en,definition_zh,definition_en,associated_pathomechanism,sources,date_accessed,notes
TmpTCH:SYMPTOM_20750,symptom,胬肉攀睛,胬肉攀睛,胬肉攀睛指有一三角形脂膜胬起如肉，由眼珠眦角横贯白睛，攀侵黑睛的慢性外障眼病。多生于大眦，生于小眦或两眦同时发生者较少见。病变进程缓慢，往往经过数月或多年始侵入黑睛，并逐渐遮盖瞳仁，也有停止进展者。本病相当西医之翼状胬肉,胬肉攀睛指有一三角形脂膜胬起如肉，由眼珠眦角横贯白睛，攀侵黑睛的慢性外障眼病。多生于大眦，生于小眦或两眦同时发生者较少见。病变进程缓慢，往往经过数月或多年始侵入黑睛，并逐渐遮盖瞳仁，也有停止进展者。本病相当西医之翼状胬肉,,SymMap2.0 SMTS751,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20751,symptom,衄血,衄血,非外伤所致的某些部位的外部出血症。包括眼衄、耳衄、鼻衄、齿衄、舌衄、肌衄等，以鼻衄（见鼻出血）为多见。,非外伤所致的某些部位的外部出血症。包括眼衄、耳衄、鼻衄、齿衄、舌衄、肌衄等，以鼻衄（见鼻出血）为多见。,,SymMap2.0 SMTS752,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20752,symptom,呕恶,呕恶,指胃气上逆动膈，气逆上冲，出于喉间，呃呃连声，声短而频，不能自制的一种病症,指胃气上逆动膈，气逆上冲，出于喉间，呃呃连声，声短而频，不能自制的一种病症,胃气上逆,SymMap2.0 SMTS753,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20753,symptom,呕逆,呕逆,,,胃气上逆,SymMap2.0 SMTS754,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20754,symptom,呕吐,呕吐,是以胃失和降，气逆于上所致的一种病证，可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则，但须根据虚实不同情况分别处理,是以胃失和降，气逆于上所致的一种病证，可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则，但须根据虚实不同情况分别处理,胃气上逆,SymMap2.0 SMTS755,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20755,symptom,呕吐清水,呕吐清水,,,胃气上逆,SymMap2.0 SMTS756,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20756,symptom,呕吐乳食,呕吐乳食,,,胃气上逆,SymMap2.0 SMTS757,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20757,symptom,呕吐痰涎,呕吐痰涎,,,胃气上逆,SymMap2.0 SMTS758,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20758,symptom,呕吐吞酸,呕吐吞酸,,,胃气上逆,SymMap2.0 SMTS759,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20759,symptom,排便乏力,排便乏力,,,气虚,SymMap2.0 SMTS760,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20760,symptom,排尿滴沥不尽,排尿滴沥不尽,,,肾虚,SymMap2.0 SMTS761,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20761,symptom,排尿困难,排尿困难,排尿困难系指排尿费力且有排不尽感，须增加腹压才能排出尿液，病情严重时增加腹压也不能将膀胱内尿液排出体外，导致尿潴留。治疗应首先引流尿液，进行病因治疗和对症治疗,排尿困难系指排尿费力且有排不尽感，须增加腹压才能排出尿液，病情严重时增加腹压也不能将膀胱内尿液排出体外，导致尿潴留。治疗应首先引流尿液，进行病因治疗和对症治疗,肾虚,SymMap2.0 SMTS762,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20762,symptom,喷嚏,喷嚏,,,肺气上逆,SymMap2.0 SMTS763,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20763,symptom,盆腔包块,盆腔包块,盆腔炎性包块为女性盆腔脏器的炎症未得到正规治疗，发生盆腔慢性炎症性组织学改变，从而导致盆腔炎性包块发生。患者常先有急性输卵管炎的临床表现，服抗炎药可缓解的症状。症状包括下腹部疼痛、发热、阴道流血。平时病人可有白带增多、以后下腹部疼痛减轻。当盆腔包块增大时疼痛有所增加，但能忍受，表现为下腹部的隐痛和钝痛。炎性包块盆腔炎腹痛在月经期也会加重，但不如子宫内膜异位症所致的痛经明显,盆腔炎性包块为女性盆腔脏器的炎症未得到正规治疗，发生盆腔慢性炎症性组织学改变，从而导致盆腔炎性包块发生。患者常先有急性输卵管炎的临床表现，服抗炎药可缓解的症状。症状包括下腹部疼痛、发热、阴道流血。平时病人可有白带增多、以后下腹部疼痛减轻。当盆腔包块增大时疼痛有所增加，但能忍受，表现为下腹部的隐痛和钝痛。炎性包块盆腔炎腹痛在月经期也会加重，但不如子宫内膜异位症所致的痛经明显,,SymMap2.0 SMTS764,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20764,symptom,皮肤风团色红,皮肤风团色红,,,血热,SymMap2.0 SMTS765,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20765,symptom,皮肤感染,皮肤感染,是细菌和真菌感染性皮肤病，病情患者有轻有重，轻的易治疗，严重的不易治疗,是细菌和真菌感染性皮肤病，病情患者有轻有重，轻的易治疗，严重的不易治疗,热毒,SymMap2.0 SMTS766,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20766,symptom,皮肤干燥,皮肤干燥,皮肤干燥是指皮肤缺乏水分令人感觉不适的现象。其症状主要为皮肤发紧、个别部位干燥脱皮、洗澡过后全身发痒。年龄增长、气候变化、睡眠不足、过度疲劳、洗澡水过热、洗涤用品碱性强等都是导致皮肤干燥的重要原因。预防措施为加强皮肤的日常护理保养，合理调节饮食结构，坚持多喝水等,皮肤干燥是指皮肤缺乏水分令人感觉不适的现象。其症状主要为皮肤发紧、个别部位干燥脱皮、洗澡过后全身发痒。年龄增长、气候变化、睡眠不足、过度疲劳、洗澡水过热、洗涤用品碱性强等都是导致皮肤干燥的重要原因。预防措施为加强皮肤的日常护理保养，合理调节饮食结构，坚持多喝水等,阴虚,SymMap2.0 SMTS767,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20767,symptom,皮肤黄染,皮肤黄染,,,肝经湿热,SymMap2.0 SMTS768,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20768,symptom,皮肤皲裂,皮肤皲裂,,,阴虚,SymMap2.0 SMTS769,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20769,symptom,皮肤潰疡,皮肤潰疡,,,脾虚,SymMap2.0 SMTS770,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20770,symptom,皮肤糜烂,皮肤糜烂,,,脾虚,SymMap2.0 SMTS771,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20771,symptom,皮肤黏膜破溃,皮肤黏膜破溃,,,脾虚,SymMap2.0 SMTS772,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20772,symptom,皮肤青紫,皮肤青紫,,,血热,SymMap2.0 SMTS773,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20773,symptom,皮肤瘙痒,皮肤瘙痒,瘙痒是一种仅有皮肤瘙痒而无原发性皮肤损害的皮肤病症状。根据皮肤瘙痒的范围及部位，一般分为全身性和局限性两大类。,瘙痒是一种仅有皮肤瘙痒而无原发性皮肤损害的皮肤病症状。根据皮肤瘙痒的范围及部位，一般分为全身性和局限性两大类。,血虚风燥,SymMap2.0 SMTS774,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20774,symptom,皮肤色斑,皮肤色斑,,,血热,SymMap2.0 SMTS775,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20775,symptom,皮肤湿烂,皮肤湿烂,,,湿热,SymMap2.0 SMTS776,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20776,symptom,皮肤湿疹,皮肤湿疹,,,湿热,SymMap2.0 SMTS777,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20777,symptom,皮肤瘀斑,皮肤瘀斑,,,淤血,SymMap2.0 SMTS778,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20778,symptom,皮肤肿痛,皮肤肿痛,,,热毒,SymMap2.0 SMTS779,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20779,symptom,皮肤紫斑,皮肤紫斑,,,热毒,SymMap2.0 SMTS780,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20780,symptom,皮肤紫癜,皮肤紫癜,,,热毒,SymMap2.0 SMTS781,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20781,symptom,皮损呈红斑湿润,皮损呈红斑湿润,,,热毒,SymMap2.0 SMTS782,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20782,symptom,皮下结块,皮下结块,,,淤血,SymMap2.0 SMTS783,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20783,symptom,皮下紫斑,皮下紫斑,,,淤血,SymMap2.0 SMTS784,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20784,symptom,皮疹表面覆有较厚的银白色鳞屑,皮疹表面覆有较厚的银白色鳞屑,,,湿热,SymMap2.0 SMTS785,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20785,symptom,皮疹色鲜红,皮疹色鲜红,,,热毒,SymMap2.0 SMTS786,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20786,symptom,皮疹为点滴状,皮疹为点滴状,,,热毒,SymMap2.0 SMTS787,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20787,symptom,皮疹圆形,皮疹圆形,,,湿热,SymMap2.0 SMTS788,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20788,symptom,疲乏无力,疲乏无力,,,气虚,SymMap2.0 SMTS789,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20789,symptom,疲倦,疲倦,指十分劳累，困倦。出自清·李宝嘉《官场现形记》第三十六回。又指劳累、昏昏欲睡,指十分劳累，困倦。出自清·李宝嘉《官场现形记》第三十六回。又指劳累、昏昏欲睡,气虚,SymMap2.0 SMTS790,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20790,symptom,脾胃气滞,脾胃气滞,,,气虚,SymMap2.0 SMTS791,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20791,symptom,脾虚,脾虚,脾虚，为中医名词术语。泛指因脾气虚损引起的一系列脾脏生理功能失常的病理现象及病证。包括脾气虚、脾阳虚、中气下陷、脾不统血等证型。多因饮食失调．劳逸失度，或久病体虚所引起。脾有运化食物中的营养物质和输布水液以及统摄血液等作用。脾虚则运化失常，并可出现营养障碍，水液失于布散而生湿酿痰，或发生失血等症,脾虚，为中医名词术语。泛指因脾气虚损引起的一系列脾脏生理功能失常的病理现象及病证。包括脾气虚、脾阳虚、中气下陷、脾不统血等证型。多因饮食失调．劳逸失度，或久病体虚所引起。脾有运化食物中的营养物质和输布水液以及统摄血液等作用。脾虚则运化失常，并可出现营养障碍，水液失于布散而生湿酿痰，或发生失血等症,,SymMap2.0 SMTS792,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20792,symptom,脾虚气滞,脾虚气滞,脾虚气滞是一种疾病，素有脾胃虚弱，或病后中气不足，主要症状是胃脘痞闷，食欲不振，恶心呕吐,脾虚气滞是一种疾病，素有脾胃虚弱，或病后中气不足，主要症状是胃脘痞闷，食欲不振，恶心呕吐,,SymMap2.0 SMTS793,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20793,symptom,痞满,痞满,痞满是由于脾胃功能失调，升降失司，胃气壅塞，出现以脘腹满闷不舒为主症的病证。以自觉胀满，触之无形，按之柔软，压之无痛为临床特点。临床表现与西医学的慢性胃炎（包括浅表性胃炎和萎缩性胃炎）、功能性消化不良、胃下垂等疾病相似，这些疾病若以脘腹满闷不舒为主症时，可参考本证辨证论治,痞满是由于脾胃功能失调，升降失司，胃气壅塞，出现以脘腹满闷不舒为主症的病证。以自觉胀满，触之无形，按之柔软，压之无痛为临床特点。临床表现与西医学的慢性胃炎（包括浅表性胃炎和萎缩性胃炎）、功能性消化不良、胃下垂等疾病相似，这些疾病若以脘腹满闷不舒为主症时，可参考本证辨证论治,气虚,SymMap2.0 SMTS794,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20794,symptom,痞闷,痞闷,,,脾气虚,SymMap2.0 SMTS795,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20795,symptom,偏身麻木,偏身麻木,身麻木（hemianesthesia），通常指由脑病造成的一侧上下肢的感觉减退或消失。大多由于对侧大脑半球疾患所致。常见于脑血管意外、颅脑损伤、脑炎等疾病,身麻木（hemianesthesia），通常指由脑病造成的一侧上下肢的感觉减退或消失。大多由于对侧大脑半球疾患所致。常见于脑血管意外、颅脑损伤、脑炎等疾病,,SymMap2.0 SMTS796,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20796,symptom,偏瘫,偏瘫,偏瘫（hemiplegia）又叫半身不遂，是指同一侧上下肢、面肌和舌肌下部的运动障碍，是急性脑血管病的常见症状。轻度偏瘫病人虽然尚能活动，但走起路来，往往上肢屈曲，下肢伸直，瘫痪的下肢走一步划半个圈，这种特殊的走路姿势，叫做偏瘫步态。严重者常卧床不起，丧失生活能力。按照偏瘫的程度，可分为轻瘫、不完全性瘫痪和全瘫。轻瘫：表现为肌力减弱，肌力在4～5级，一般不影响日常生活，不完全性瘫较轻瘫重，范围较大，肌力2～4级，全瘫：肌力0～1级，瘫痪肢体完全不能活动。应该及时就诊，以免延误治疗的最佳时期,偏瘫（hemiplegia）又叫半身不遂，是指同一侧上下肢、面肌和舌肌下部的运动障碍，是急性脑血管病的常见症状。轻度偏瘫病人虽然尚能活动，但走起路来，往往上肢屈曲，下肢伸直，瘫痪的下肢走一步划半个圈，这种特殊的走路姿势，叫做偏瘫步态。严重者常卧床不起，丧失生活能力。按照偏瘫的程度，可分为轻瘫、不完全性瘫痪和全瘫。轻瘫：表现为肌力减弱，肌力在4～5级，一般不影响日常生活，不完全性瘫较轻瘫重，范围较大，肌力2～4级，全瘫：肌力0～1级，瘫痪肢体完全不能活动。应该及时就诊，以免延误治疗的最佳时期,,SymMap2.0 SMTS797,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20797,symptom,偏头痛,偏头痛,偏头痛（migraine）是临床最常见的原发性头痛类型，临床以发作性中重度、搏动样头痛为主要表现，头痛多为偏侧，一般持续4～72小时，可伴有恶心、呕吐，光、声刺激或日常活动均可加重头痛，安静环境、休息可缓解头痛。偏头痛是一种常见的慢性神经血管性疾患，多起病于儿童和青春期，中青年期达发病高峰，女性多见，男女患者比例约为1∶2～3，人群中患病率为5%～10%，常有遗传背景,偏头痛（migraine）是临床最常见的原发性头痛类型，临床以发作性中重度、搏动样头痛为主要表现，头痛多为偏侧，一般持续4～72小时，可伴有恶心、呕吐，光、声刺激或日常活动均可加重头痛，安静环境、休息可缓解头痛。偏头痛是一种常见的慢性神经血管性疾患，多起病于儿童和青春期，中青年期达发病高峰，女性多见，男女患者比例约为1∶2～3，人群中患病率为5%～10%，常有遗传背景,,SymMap2.0 SMTS798,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20798,symptom,贫血,贫血,贫血(anemia)是指人体外周血红细胞容量减少，低于正常范围下限的一种常见的临床症状。由于红细胞容量测定较复杂，临床上常以血红蛋白（Hb）浓度来代替。我国血液病学家认为在我国海平面地区，成年男性Hb<120g/L，成年女性（非妊娠）Hb<110g/L，孕妇Hb<100g/L就有贫血,贫血(anemia)是指人体外周血红细胞容量减少，低于正常范围下限的一种常见的临床症状。由于红细胞容量测定较复杂，临床上常以血红蛋白（Hb）浓度来代替。我国血液病学家认为在我国海平面地区，成年男性Hb<120g/L，成年女性（非妊娠）Hb<110g/L，孕妇Hb<100g/L就有贫血,脾虚,SymMap2.0 SMTS799,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20799,symptom,脐腹胀痛,脐腹胀痛,,,肝气郁滞,SymMap2.0 SMTS800,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20800,symptom,起坐不利,起坐不利,,,肝肾亏虚,SymMap2.0 SMTS801,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20801,symptom,气闭昏厥,气闭昏厥,,,气闭,SymMap2.0 SMTS802,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20802,symptom,气喘,气喘,喘（asthma），为一种呼吸困难的症状。轻者活动时气促，重者在安静时亦感呼吸费力甚至不能平卧，也有部分患者气喘与活动无关，而与接触冷空气、过敏原等相关。气喘可由多种原因引起，需要及早明确病因并进行相应治疗，对症治疗是以药物治疗为主，可使用支气管扩张剂及止咳剂、化痰剂等药,喘（asthma），为一种呼吸困难的症状。轻者活动时气促，重者在安静时亦感呼吸费力甚至不能平卧，也有部分患者气喘与活动无关，而与接触冷空气、过敏原等相关。气喘可由多种原因引起，需要及早明确病因并进行相应治疗，对症治疗是以药物治疗为主，可使用支气管扩张剂及止咳剂、化痰剂等药,肾气虚,SymMap2.0 SMTS803,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20803,symptom,气喘咳嗽,气喘咳嗽,,,肾气虚,SymMap2.0 SMTS804,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20804,symptom,气粗,气粗,,,肺热,SymMap2.0 SMTS805,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20805,symptom,气促,气促,气促指呼吸急促，气短而不均匀，为肺病常见症状之一，正常人因活动量过大也可出现此症状，为正常现象。因气虚不摄，或外邪、水饮犯肺等所致者，当辨明疾病类型，辨证论治,气促指呼吸急促，气短而不均匀，为肺病常见症状之一，正常人因活动量过大也可出现此症状，为正常现象。因气虚不摄，或外邪、水饮犯肺等所致者，当辨明疾病类型，辨证论治,肺热,SymMap2.0 SMTS806,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20806,symptom,气促喘息,气促喘息,,,肺热,SymMap2.0 SMTS807,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20807,symptom,气短,气短,气短（panting），指呼吸比正常人短促，躁而带粗，气若有所窒，则语言不接续和呼吸勉强。呼吸微弱而喘促，或短气不足以吸，似喘而无声的表现。患者多伴有呼吸系统或心血管系统疾病。治疗需针对原发病。若气短引起呼吸困难，首先做到及时给予补氧,气短（panting），指呼吸比正常人短促，躁而带粗，气若有所窒，则语言不接续和呼吸勉强。呼吸微弱而喘促，或短气不足以吸，似喘而无声的表现。患者多伴有呼吸系统或心血管系统疾病。治疗需针对原发病。若气短引起呼吸困难，首先做到及时给予补氧,气虚,SymMap2.0 SMTS808,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20808,symptom,气急,气急,呼吸急促，上气不接下气,呼吸急促，上气不接下气,气虚,SymMap2.0 SMTS809,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20809,symptom,气逆,气逆,气逆（reversed flow of qi），是中医名称，指气机升降出入反常，应降不降，气机上逆，或横逆的病理变化。临床以肺气上逆、胃气上逆为多见，肺气上逆则咳嗽、气喘；胃气上逆则恶心、呕吐、嗳气、呃逆等,气逆（reversed flow of qi），是中医名称，指气机升降出入反常，应降不降，气机上逆，或横逆的病理变化。临床以肺气上逆、胃气上逆为多见，肺气上逆则咳嗽、气喘；胃气上逆则恶心、呕吐、嗳气、呃逆等,气滞,SymMap2.0 SMTS810,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20810,symptom,气逆喘急,气逆喘急,,,肺气上逆,SymMap2.0 SMTS811,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20811,symptom,气逆喘咳,气逆喘咳,,,肺气上逆,SymMap2.0 SMTS812,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20812,symptom,气阴两虚,气阴两虚,气阴两虚，又称气阴两伤。气虚和阴虚同时并见的病理变化。常见于热性病过程中，热在气分，汗出不彻，久而伤及气阴；或热盛耗伤津液，气随液脱；或温热病后期及内伤杂病，真阴亏损，元气大伤。也可见于某些慢性代谢性、消耗性疾病，如糖尿病、结核病、肿瘤等疾病。症见口渴、气短等。,气阴两虚，又称气阴两伤。气虚和阴虚同时并见的病理变化。常见于热性病过程中，热在气分，汗出不彻，久而伤及气阴；或热盛耗伤津液，气随液脱；或温热病后期及内伤杂病，真阴亏损，元气大伤。也可见于某些慢性代谢性、消耗性疾病，如糖尿病、结核病、肿瘤等疾病。症见口渴、气短等。,,SymMap2.0 SMTS813,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20813,symptom,气郁,气郁,气郁一词出《素问·六元正纪大论》，多因情志不舒，气机郁结所致。《丹溪心法·六郁》：“气郁者，胸胁痛，脉沉涩。”《证治汇补·郁证章》：“气郁，胸满胁痛，噫气腹胀。”治宜行气解郁。《杂病源流犀烛·诸气源流》“一切气郁，总宜以化滞为主。”用气郁汤、木香调气散、七气汤、越鞠丸等方。若气郁生痰者，用温胆汤、半夏厚朴汤、上下分消导痰汤,气郁一词出《素问·六元正纪大论》，多因情志不舒，气机郁结所致。《丹溪心法·六郁》：“气郁者，胸胁痛，脉沉涩。”《证治汇补·郁证章》：“气郁，胸满胁痛，噫气腹胀。”治宜行气解郁。《杂病源流犀烛·诸气源流》“一切气郁，总宜以化滞为主。”用气郁汤、木香调气散、七气汤、越鞠丸等方。若气郁生痰者，用温胆汤、半夏厚朴汤、上下分消导痰汤,,SymMap2.0 SMTS814,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20814,symptom,气滞胃痛,气滞胃痛,,,气郁,SymMap2.0 SMTS815,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20815,symptom,前额头痛,前额头痛,,,,SymMap2.0 SMTS816,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20816,symptom,前额压痛,前额压痛,,,,SymMap2.0 SMTS817,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20817,symptom,前列腺增生,前列腺增生,常称作良性前列腺增生（benign prostatic hyperplasia，BPH）是中老年男性常见疾病之一，随全球人口老年化发病日渐增多。前列腺增生的发病率随年龄递增，但有增生病变时不一定有临床症状，多数患者随着年龄的增长，排尿困难等症状随之增加,常称作良性前列腺增生（benign prostatic hyperplasia，BPH）是中老年男性常见疾病之一，随全球人口老年化发病日渐增多。前列腺增生的发病率随年龄递增，但有增生病变时不一定有临床症状，多数患者随着年龄的增长，排尿困难等症状随之增加,,SymMap2.0 SMTS818,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20818,symptom,浅表脓疱,浅表脓疱,,,湿热,SymMap2.0 SMTS819,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20819,symptom,青盲雀目,青盲雀目,,,肝血虚,SymMap2.0 SMTS820,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20820,symptom,靑少年远视力下降,靑少年远视力下降,,,,SymMap2.0 SMTS821,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20821,symptom,轻度烧伤,轻度烧伤,,,,SymMap2.0 SMTS822,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20822,symptom,轻度视力下降,轻度视力下降,,,,SymMap2.0 SMTS823,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20823,symptom,轻度烫伤（表皮未破),轻度烫伤（表皮未破),,,,SymMap2.0 SMTS824,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20824,symptom,情志不畅,情志不畅,,,肝气郁滞,SymMap2.0 SMTS825,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20825,symptom,情志抑郁,情志抑郁,,,肝气郁滞,SymMap2.0 SMTS826,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20826,symptom,屈伸不利,屈伸不利,,,脾虚,SymMap2.0 SMTS827,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20827,symptom,龋齿疼痛,龋齿疼痛,,,胃热,SymMap2.0 SMTS828,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20828,symptom,全身乏力,全身乏力,全身乏力是一种非特异性的症状，可以是肝病的早期症状;也可以是其他一些疾病的预警信号，如肿瘤;甚至是生理性的，如过度劳累。乏力主要是患者的自我感受，有一定的主观性，主要是靠与平时的日常活动相比得出的，如平时可以上三层楼，现在上一层楼即感气喘，双腿发软，懒动等。一般来说，肝病患者的乏力程度自轻度疲倦到严重乏力，与肝病的严重程度相一致。,全身乏力是一种非特异性的症状，可以是肝病的早期症状;也可以是其他一些疾病的预警信号，如肿瘤;甚至是生理性的，如过度劳累。乏力主要是患者的自我感受，有一定的主观性，主要是靠与平时的日常活动相比得出的，如平时可以上三层楼，现在上一层楼即感气喘，双腿发软，懒动等。一般来说，肝病患者的乏力程度自轻度疲倦到严重乏力，与肝病的严重程度相一致。,气虚,SymMap2.0 SMTS829,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20829,symptom,全身酸疼,全身酸疼,,,,SymMap2.0 SMTS830,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20830,symptom,颧骨部压痛,颧骨部压痛,,,,SymMap2.0 SMTS831,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20831,symptom,热痹疼痛,热痹疼痛,,,热证,SymMap2.0 SMTS832,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
TmpTCH:SYMPTOM_20832,symptom,热病发热,热病发热,,,热证,SymMap2.0 SMTS833,2025-11-12,Source: symap.SymMap_v2_0__SMTS_file
